player_id,name_full,primary_position,ab,r,h,rbi,hr,sb
572191,"Taylor, Michael A.",8,483,58,118,54,12,14
572228,"Voit, Luke",3,213,26,51,35,11,0
572233,"Walker, Christian",3,401,55,98,46,10,0
572287,"Zunino, Mike",2,333,64,72,62,33,0
572816,"Dickerson, Corey",7,336,43,91,29,6,6
572863,"Garneau, Dustin",2,62,9,13,11,6,0
573131,"Ruf, Darin",7,262,41,71,43,16,2
573262,"Yastrzemski, Mike",9,468,75,105,71,25,4
575929,"Contreras, Willson",2,413,61,98,57,21,5
578428,"Iglesias, Jose",6,483,65,131,48,9,5
592178,"Bryant, Kris",7,513,86,136,73,25,10
592192,"Canha, Mark",7,519,93,120,61,17,12
592200,"Casali, Curt",2,200,20,42,26,5,0
592206,"Castellanos, Nick",9,531,95,164,100,34,3
592325,"Gamel, Ben",7,340,43,84,26,8,3
592348,"Goodrum, Niko",6,290,39,62,33,9,14
592450,"Judge, Aaron",9,550,89,158,98,39,6
592518,"Machado, Manny",5,564,92,157,106,28,12
592567,"Moran, Colin",3,318,29,82,50,10,1
592626,"Pederson, Joc",7,429,55,102,61,18,2
592663,"Realmuto, J.T.",2,476,64,125,73,17,13
592669,"Renfroe, Hunter",9,521,89,135,96,31,1
592696,"Rosario, Eddie",7,379,42,98,62,14,11
592743,"Simmons, Andrelton",6,412,37,92,31,3,1
592885,"Yelich, Christian",7,399,70,99,51,9,9
593160,"Merrifield, Whit",4,664,97,184,74,10,40
593428,"Bogaerts, Xander",6,529,90,156,79,23,5
593871,"Polanco, Jorge",4,588,97,158,98,33,11
593934,"Sano, Miguel",3,470,68,105,75,30,2
594777,"Calhoun, Kole",9,166,17,39,17,5,1
594807,"Duvall, Adam",9,513,67,117,113,38,5
595281,"Kiermaier, Kevin",8,348,54,90,37,4,9
595751,"Alfaro, Jorge",2,295,22,72,30,4,8
595777,"Profar, Jurickson",7,353,47,80,33,4,10
595879,"Baez, Javier",6,502,80,133,87,31,18
595956,"Gallagher, Cam",2,112,9,28,7,1,0
595978,"Hedges, Austin",2,286,32,51,31,10,1
596019,"Lindor, Francisco",6,452,73,104,63,20,10
596059,"Odor, Rougned",4,322,42,65,39,15,0
596103,"Slater, Austin",8,274,39,66,32,12,15
596117,"Stubbs, Garrett",2,34,2,6,3,0,0
596129,"Vogelbach, Daniel",3,215,30,47,24,9,0
596142,"Sanchez, Gary",2,383,54,78,54,23,0
596146,"Kepler, Max",9,426,61,90,54,19,10
596847,"Choi, Ji-Man",3,258,36,59,45,11,0
598265,"Bradley Jr., Jackie",8,387,39,63,29,6,7
600303,"La Stella, Tommy",4,220,26,55,27,7,0
600474,"Severino, Pedro",2,379,32,94,46,11,0
600869,"Candelario, Jeimer",5,557,75,151,67,16,0
602074,"Daza, Yonathan",8,301,26,85,30,2,2
602104,"Urias, Ramon",4,262,33,73,38,7,1
605113,"Ahmed, Nick",6,434,46,96,38,5,7
605119,"Anderson, Brian",5,233,24,58,28,7,5
605131,"Barnes, Austin",2,200,28,43,23,6,1
605137,"Bell, Josh",3,498,75,130,88,27,0
605141,"Betts, Mookie",9,466,93,123,58,23,10
605170,"Caratini, Victor",2,313,33,71,39,7,2
605204,"Davis, J.D.",5,179,18,51,23,5,1
605353,"Machin, Vimael",4,32,1,4,1,0,0
605548,"Zimmer, Bradley",8,299,44,68,35,8,15
605612,"Castro, Harold",4,315,35,89,37,3,1
606115,"Arcia, Orlando",6,81,9,16,14,2,1
606132,"Tapia, Raimel",7,487,69,133,50,6,20
606157,"Aquino, Aristides",9,174,25,33,23,10,2
606192,"Hernandez, Teoscar",9,550,92,163,116,32,12
606213,"Mercedes, Yermin",3,240,26,65,37,7,0
606466,"Marte, Ketel",8,340,52,108,50,14,2
606992,"Haase, Eric",2,351,48,81,61,22,2
607043,"Nimmo, Brandon",8,325,51,95,28,8,5
607054,"Peterson, Jace",4,259,36,64,31,6,10
607208,"Turner, Trea",6,595,107,195,77,28,32
607461,"Beaty, Matt",7,204,35,55,40,7,2
607732,"Stallings, Jacob",2,374,38,92,53,8,0
608070,"Ramirez, Jose",5,552,111,147,103,36,27
608324,"Bregman, Alex",5,348,54,94,55,12,1
608336,"Gallo, Joey",9,498,90,99,77,38,6
608348,"Kelly, Carson",2,304,41,73,46,13,0
608369,"Seager, Corey",6,353,54,108,57,16,1
608385,"Winker, Jesse",7,423,77,129,71,24,1
608422,"Godoy, Jose",2,37,2,6,3,0,0
608596,"Murphy, Tom",2,277,35,56,34,11,0
608686,"Mayfield, Jack",4,266,30,58,39,10,5
608700,"Plawecki, Kevin",2,157,15,45,15,3,0
609275,"Mondesi, Adalberto",6,126,19,29,17,6,15
609280,"Andujar, Miguel",7,154,19,39,12,6,0
613564,"Vosler, Jason",5,73,12,13,9,3,2
614177,"Reyes, Franmil",9,418,57,106,85,30,4
620443,"Torrens, Luis",2,346,39,84,47,15,0
621011,"Schrock, Max",5,125,19,36,14,3,1
621020,"Swanson, Dansby",6,588,78,146,88,27,9
621028,"Newman, Kevin",6,517,50,117,39,5,6
621035,"Taylor, Chris",8,507,92,129,73,20,13
621043,"Correa, Carlos",6,555,104,155,92,26,0
621433,"Phillips, Brett",8,253,50,52,44,13,14
621438,"Taylor, Tyrone",7,243,33,60,43,12,6
621439,"Buxton, Byron",8,235,50,72,32,19,9
621450,"Bolt, Skye",8,57,5,5,4,1,2
621453,"Duggar, Steven",8,268,45,69,35,8,7
621458,"Rios, Edwin",3,51,4,4,1,1,0
621466,"Stewart, DJ",9,270,39,55,33,12,0
621493,"Ward, Taylor",9,208,33,52,33,8,1
621512,"Nido, Tomas",2,153,16,34,13,3,1
621550,"Wisdom, Patrick",5,338,54,78,61,28,4
621563,"Wendle, Joey",5,460,73,122,54,11,8
621566,"Olson, Matt",3,565,101,153,111,39,4
622100,"Jones, Taylor",3,102,11,25,16,2,0
622110,"Duffy, Matt",5,289,45,83,30,5,8
622268,"Walton, Donovan",4,63,6,13,7,2,1
622534,"Margot, Manuel",9,421,55,107,57,10,13
622569,"Reyes, Pablo",5,78,12,20,3,1,4
622666,"Camargo, Johan",5,16,1,0,0,0,0
622682,"Reyes, Victor",8,209,26,54,22,5,5
622761,"Mateo, Jorge",9,194,19,48,14,4,10
623205,"Velazquez, Andrew",6,67,11,15,6,1,4
623912,"Ramirez, Harold",8,339,33,91,41,7,3
623993,"Santander, Anthony",9,406,54,98,50,18,1
624413,"Alonso, Pete",3,561,81,147,94,37,3
624414,"Arroyo, Christian",4,164,22,43,25,6,1
624415,"Biggio, Cavan",5,250,27,56,27,7,3
624428,"Frazier, Adam",4,577,83,176,43,5,10
624431,"Trevino, Jose",2,285,23,68,30,5,1
624503,"Gordon, Nick",6,200,19,48,23,4,10
624512,"McGuire, Reese",2,198,22,50,10,1,0
624513,"Nunez, Dom",2,228,31,43,33,10,0
624585,"Soler, Jorge",9,516,74,115,70,27,0
624641,"Sosa, Edmundo",6,288,39,78,27,6,4
628338,"Heredia, Guillermo",8,305,46,67,26,5,0
628450,"Hernandez, Yadiel",9,264,33,72,32,9,3
628451,"Ibanez, Andy",5,253,31,70,25,7,0
630105,"Cronenworth, Jake",4,567,94,151,71,21,4
640449,"Frazier, Clint",7,183,20,34,15,5,2
640457,"Meadows, Austin",7,518,79,121,106,27,4
640458,"Mercado, Oscar",7,214,27,48,19,6,7
640461,"Pinder, Chad",7,214,30,52,27,6,1
641313,"Anderson, Tim",6,527,94,163,61,17,18
641355,"Bellinger, Cody",8,315,39,52,36,10,3
641432,"Calhoun, Willie",7,260,26,65,25,6,0
641470,"Collins, Zack",2,195,25,41,26,4,1
641487,"Crawford, J.P.",6,619,89,169,54,9,3
641531,"Dozier, Hunter",5,487,55,105,54,16,5
641553,"Engel, Adam",8,123,21,31,18,7,7
641584,"Fraley, Jake",7,214,27,45,36,9,10
641598,"Garver, Mitch",2,207,29,53,34,13,1
641645,"Guillorme, Luis",5,132,13,35,5,1,0
641658,"Hampson, Garrett",8,453,69,106,33,11,17
641680,"Heim, Jonah",2,265,22,52,32,10,3
641684,"Hermosillo, Michael",O,36,5,7,7,3,0
641786,"Lewis, Kyle",8,130,15,32,11,5,2
641796,"Locastro, Tim",O,139,15,25,7,2,5
641820,"Mancini, Trey",3,556,77,142,71,21,0
641857,"McMahon, Ryan",4,528,80,134,86,23,6
641914,"Neuse, Sheldon",4,65,6,11,4,3,1
641933,"O'Neill, Tyler",7,482,89,138,80,34,15
641943,"Palacios, Josh",9,35,7,7,4,0,0
641999,"Ray, Corey",8,2,1,0,0,0,0
642086,"Smith, Dominic",7,446,43,109,58,11,2
642133,"Tellez, Rowdy",3,297,34,72,36,11,0
642136,"Thaiss, Matt",2,7,1,1,0,0,0
642165,"VanMeter, Josh",4,274,26,58,36,6,3
642180,"Wade, Tyler",6,127,31,34,5,0,17
642201,"White, Eli",O,198,26,35,15,6,4
642336,"Mejia, Francisco",2,250,31,65,35,6,0
642350,"Siri, Jose",8,46,10,14,9,4,3
642456,"Barrera, Luis",8,8,1,2,0,0,0
642708,"Rosario, Amed",6,550,77,155,57,11,13
642715,"Adames, Willy",6,497,77,130,73,25,5
642721,"Gutierrez, Kelvin",5,272,23,63,20,3,0
642727,"Alcantara, Sergio",6,220,30,45,17,5,3
642731,"Estrada, Thairo",6,121,19,33,22,7,1
643217,"Benintendi, Andrew",7,493,63,136,73,17,8
643265,"Cooper, Garrett",9,215,30,61,33,9,1
643289,"Dubon, Mauricio",6,175,20,42,22,5,2
643376,"Jansen, Danny",2,184,32,41,28,11,0
643393,"Kemp, Tony",4,330,54,92,37,8,8
643396,"Kiner-Falefa, Isiah",6,635,74,172,53,8,20
643446,"McNeil, Jeff",4,386,48,97,35,7,3
643524,"Schwindel, Frank",3,242,44,79,43,14,2
644374,"Chang, Yu",3,237,32,54,39,9,1
644433,"Tromp, Chadwick",2,18,1,4,2,1,0
645277,"Albies, Ozzie",4,629,103,163,106,30,20
645302,"Robles, Victor",8,315,37,64,19,2,8
645305,"Sanchez, Ali",2,4,0,2,0,0,0
646240,"Devers, Rafael",5,591,101,165,113,38,5
647304,"Naylor, Josh",9,233,28,59,21,7,1
647351,"Toro, Abraham",5,335,45,80,46,11,6
649557,"Diaz, Aledmys",4,294,28,76,45,8,0
649966,"Urias, Luis",6,490,77,122,75,23,5
650331,"Diaz, Lewin",3,122,16,25,13,8,0
650333,"Arraez, Luis",4,428,58,126,42,2,2
650391,"Jimenez, Eloy",7,213,23,53,37,10,0
650402,"Torres, Gleyber",6,459,50,119,51,9,14
650489,"Castro, Willi",4,413,56,91,38,9,9
650490,"Diaz, Yandy",3,465,62,119,64,13,1
650559,"De La Cruz, Bryan",O,199,17,59,19,5,1
650859,"Rengifo, Luis",6,174,22,35,18,6,1
656180,"Adams, Riley",2,99,13,22,10,2,0
656185,"Allen, Greg",8,37,9,10,2,0,5
656252,"Bradley, Bobby",3,245,36,51,41,16,0
656305,"Chapman, Matt",5,529,75,111,72,27,3
656308,"Chavis, Michael",4,121,16,30,11,3,1
656364,"Deichmann, Greg",O,30,0,4,1,0,0
656403,"Ellis, Drew",5,69,10,9,5,1,0
656413,"Fairchild, Stuart",7,15,3,2,2,0,0
656514,"Haseley, Adam",8,21,2,4,0,0,0
656537,"Hill, Derek",8,139,19,36,14,3,6
656541,"Hilliard, Sam",8,214,32,46,34,14,5
656555,"Hoskins, Rhys",3,389,64,96,71,27,3
656577,"Jackson, Alex",2,131,13,18,12,3,0
656582,"Joe, Connor",3,179,23,51,35,8,0
656669,"Luplow, Jordan",8,163,23,33,28,11,1
656716,"McKinstry, Zach",9,158,19,34,29,7,1
656775,"Mullins, Cedric",8,602,91,175,59,30,30
656811,"O'Hearn, Ryan",3,236,23,53,29,9,0
656821,"Padlo, Kevin",5,13,1,1,0,0,0
656896,"Rivera, Emmanuel",5,90,13,23,5,1,2
656941,"Schwarber, Kyle",7,399,76,106,71,32,1
656976,"Smith, Pavin",9,498,68,133,49,11,1
657041,"Thomas, Lane",8,226,35,53,28,7,6
657061,"Tucker, Cole",6,117,15,26,12,2,2
657077,"Verdugo, Alex",8,544,88,157,63,13,6
657108,"White, Evan",3,97,8,14,9,2,0
657136,"Wong, Connor",2,13,3,4,1,0,0
657557,"DeJong, Paul",6,356,44,70,45,19,4
657757,"Sheets, Gavin",3,160,23,40,34,11,0
658668,"Olivares, Edward",8,101,14,24,12,5,2
660162,"Moncada, Yoan",5,520,74,137,61,14,3
660294,"Tsutsugo, Yoshi",3,230,27,50,32,8,0
660620,"Arauz, Jonathan",4,65,9,12,8,3,0
660634,"Hernandez, Yonny",6,143,15,31,6,0,11
660644,"Brujan, Vidal",8,26,3,2,2,0,1
660670,"Acuna Jr., Ronald",9,297,72,84,52,24,17
660688,"Ruiz, Keibert",2,88,10,24,15,3,0
660821,"Sanchez, Jesus",9,227,27,57,36,14,0
660829,"Park, Hoy",4,128,16,25,14,3,1
661388,"Contreras, William",2,163,19,35,23,8,0
662139,"Varsho, Daulton",8,284,41,70,38,11,6
663330,"Jones, Jahmai",4,67,5,10,3,0,1
663457,"Nootbaar, Lars",9,109,15,26,15,5,2
663527,"Nevin, Tyler",9,14,3,4,3,1,0
663538,"Hoerner, Nico",4,149,13,45,16,0,5
663586,"Riley, Austin",5,590,91,179,107,33,0
663611,"Madrigal, Nick",4,200,30,61,21,2,1
663616,"Larnach, Trevor",7,260,29,58,28,7,1
663624,"Mountcastle, Ryan",3,534,77,136,89,33,4
663630,"McKenna, Ryan",8,169,20,31,14,2,1
663647,"Hayes, Ke'Bryan",5,362,49,93,38,6,9
663656,"Tucker, Kyle",9,506,83,149,92,30,14
663662,"Cameron, Daz",8,103,16,20,13,4,6
663697,"India, Jonathan",4,532,98,143,69,21,12
663698,"Bart, Joey",2,6,1,2,1,0,0
663728,"Raleigh, Cal",2,139,6,25,13,2,0
663743,"Fortes, Nick",2,31,6,9,7,4,1
663757,"Grisham, Trent",8,462,61,112,62,15,13
663837,"Vierling, Matt",8,71,11,23,6,2,2
663845,"Rivas, Alfonso",3,44,7,14,3,1,0
663853,"Gonzalez, Romy",6,32,4,8,2,0,0
663886,"Stephenson, Tyler",2,350,56,100,45,10,0
663898,"Rodgers, Brendan",4,387,49,110,51,15,0
663905,"Blankenhorn, Travis",4,23,4,4,4,1,0
663993,"Lowe, Nathaniel",3,557,75,147,72,18,8
664023,"Happ, Ian",8,465,63,105,66,25,9
664034,"France, Ty",4,571,85,166,73,18,0
664040,"Lowe, Brandon",4,535,97,132,99,39,7
664041,"Davis, Jaylin",9,9,1,1,0,0,0
664056,"Bader, Harrison",8,367,45,98,50,16,9
664057,"Stevenson, Andrew",8,192,22,44,23,5,1
664058,"Fletcher, David",4,626,74,164,47,2,15
664119,"Allen, Austin",2,8,2,2,1,1,0
664238,"Moore, Dylan",4,332,42,60,43,12,21
664314,"Florial, Estevan",8,20,3,6,2,1,1
664670,"Lopez, Alejo",4,23,3,6,0,0,0
664702,"Straw, Myles",8,564,86,153,48,4,30
664728,"Isbel, Kyle",9,76,16,21,7,1,2
664761,"Bohm, Alec",5,380,46,94,47,7,4
664774,"Wade Jr., LaMonte",7,336,52,85,56,18,6
664850,"Mazeika, Patrick",2,79,6,15,6,1,0
664874,"Zavala, Seby",2,93,15,17,15,5,0
664901,"Mendick, Danny",6,164,14,36,20,2,0
664913,"Brown, Seth",9,281,43,60,48,20,4
664983,"McCarthy, Jake",7,59,11,13,4,2,3
665120,"Walsh, Jared",3,530,70,147,98,29,2
665155,"Maton, Nick",4,117,16,30,14,2,2
665482,"Celestino, Gilberto",8,59,7,8,3,2,0
665487,"Tatis Jr., Fernando",6,478,99,135,97,42,25
665489,"Guerrero Jr., Vladimir",3,604,123,188,111,48,4
665506,"Pache, Cristian",8,63,6,7,4,1,0
665561,"Marchan, Rafael",2,52,7,12,4,1,0
665742,"Soto, Juan",9,502,111,157,95,29,9
665750,"Taveras, Leody",8,174,14,28,9,3,10
665833,"Cruz, Oneil",6,9,2,3,3,1,0
665861,"Rivero, Sebastian",2,40,1,7,3,0,0
665862,"Chisholm Jr., Jazz",4,464,70,115,53,18,23
665926,"Gimenez, Andres",6,188,23,41,16,5,11
666128,"Feliciano, Mario",2,0,1,0,0,0,0
666135,"Kirilloff, Alex",7,215,23,54,34,8,1
666137,"Lee, Khalil",9,18,2,1,1,0,0
666139,"Lowe, Josh",8,1,0,1,0,0,1
666158,"Lux, Gavin",4,335,49,81,46,7,4
666160,"Moniak, Mickey",8,33,3,3,3,1,0
666163,"Rortvedt, Ben",2,89,8,15,7,3,0
666176,"Adell, Jo",7,130,17,32,26,4,2
666179,"Beer, Seth",3,9,4,4,3,1,0
666182,"Bichette, Bo",6,640,121,191,102,29,25
666185,"Carlson, Dylan",8,542,79,144,65,18,2
666211,"Trammell, Taylor",8,156,23,25,18,8,2
666213,"Welker, Colton",5,37,7,7,2,0,0
666801,"Castro, Rodolfo",5,86,9,17,8,5,0
666915,"Dalbec, Bobby",3,417,50,100,78,25,2
666931,"Oliva, Jared",8,40,4,7,2,0,2
666969,"Garcia, Adolis",8,581,77,141,90,31,16
666971,"Gurriel Jr., Lourdes",7,500,62,138,84,21,1
667670,"Rooker, Brent",7,189,25,38,16,9,0
668227,"Arozarena, Randy",9,529,94,145,69,20,20
668663,"Barrera, Tres",2,91,8,24,10,2,0
668670,"Rogers, Jake",2,113,17,27,17,6,1
668721,"Henry, Payton",2,15,0,4,0,0,0
668723,"Vilade, Ryan",7,6,0,0,0,0,0
668731,"Baddoo, Akil",7,413,60,107,55,13,18
668800,"Knizner, Andrew",2,161,18,28,9,1,0
668804,"Reynolds, Bryan",8,559,93,169,90,24,5
668942,"Rojas, Josh",9,484,69,128,44,11,9
669016,"Marsh, Brandon",8,236,27,60,19,2,6
669134,"Campusano, Luis",2,34,0,3,1,0,0
669221,"Murphy, Sean",2,393,47,85,59,17,0
669222,"Senzel, Nick",8,111,18,28,8,1,2
669242,"Edman, Tommy",4,641,91,168,56,11,30
669256,"Solak, Nick",4,458,57,111,49,11,7
669257,"Smith, Will",2,414,71,107,76,25,3
669289,"Espinal, Santiago",5,222,32,69,17,2,6
669374,"Hiura, Keston",3,173,16,29,19,4,3
669394,"Burger, Jake",5,38,5,10,3,1,0
669720,"Hays, Austin",7,488,73,125,71,22,4
670032,"Lopez, Nicky",6,497,78,149,43,2,22
670042,"Raley, Luke",7,66,5,12,4,2,0
670097,"Short, Zack",6,156,21,22,20,6,2
670351,"Rojas, Jose",5,168,26,35,15,6,2
670541,"Alvarez, Yordan",D,537,92,149,104,33,1
670623,"Paredes, Isaac",4,72,7,15,5,1,0
670712,"Brosseau, Mike",4,150,21,28,18,5,2
670764,"Walls, Taylor",6,152,15,32,15,1,4
670770,"Friedl, TJ",7,31,9,9,2,1,0
671277,"Garcia, Luis",6,236,29,57,22,6,0
672284,"Kelenic, Jarred",7,337,41,61,43,14,6
672386,"Kirk, Alejandro",2,165,19,40,24,8,0
672640,"Lopez, Otto",4,1,0,0,0,0,0
672695,"Perdomo, Geraldo",6,31,5,8,1,0,0
672701,"Devers, Jose",6,41,7,10,5,0,0
672779,"Marcano, Tucupita",4,44,7,8,3,0,0
673357,"Robert, Luis",8,275,42,93,43,13,6
673451,"Akiyama, Shogo",7,162,16,33,12,0,2
673490,"Kim, Ha-Seong",6,267,27,54,34,8,6
675656,"Smith, Kevin",6,32,2,3,1,1,0
676391,"Clement, Ernie",4,121,16,28,9,3,0
676480,"Barrero, Jose",6,50,4,10,3,0,1
676646,"Reks, Zach",9,10,2,0,0,0,0
676694,"Meyers, Jake",7,146,22,38,28,6,3
676701,"Trejo, Alan",4,46,7,10,3,1,0
676801,"McCormick, Chas",7,284,47,73,50,14,4
677551,"Franco, Wander",6,281,53,81,39,7,2
680776,"Duran, Jarren",8,107,17,23,10,2,2
680777,"Jeffers, Ryan",2,267,28,53,35,14,0
680911,"Miller, Owen",4,191,17,39,18,4,2
683734,"Vaughn, Andrew",7,417,56,98,48,15,1
