player_id,name_full,w,sv,hld,so,er,bb,h,ip,SP,RP
502202,"Boxberger, Brad",1,0,6,18,6,8,17,18.0,False,True
506433,"Darvish, Yu",8,0,0,93,17,14,59,76.0,True,False
517008,"Colome, Alex",2,12,0,16,2,8,13,22.333333333333332,False,True
518489,"Brasier, Ryan",1,0,10,30,11,11,24,25.0,False,True
518516,"Bumgarner, Madison",1,0,0,30,30,13,47,41.666666666666664,True,False
518553,"Cishek, Steve",0,0,0,21,12,9,21,20.0,False,True
518617,"Diekman, Jake",2,0,13,31,1,12,8,21.333333333333332,False,True
518633,"Duffy, Danny",4,0,1,57,31,22,53,56.333333333333336,True,False
518876,"Kelly, Merrill",3,0,0,29,9,5,26,31.333333333333332,True,False
518886,"Kimbrel, Craig",0,2,3,28,9,12,10,15.1,False,True
519008,"McFarland, T.J.",2,0,7,9,10,5,26,20.333333333333332,False,True
519151,"Pressly, Ryan",1,12,0,29,8,7,21,21.0,False,True
519293,"Smith, Will",2,0,6,18,8,4,11,16.0,False,True
519326,"Strickland, Hunter",0,0,0,4,3,1,5,3.3333333333333335,False,False
520980,"Baez, Pedro",0,2,6,13,6,7,10,17.0,False,True
521230,"Hendriks, Liam",3,14,0,37,5,3,14,25.333333333333332,False,True
523260,"Kelly, Joe",0,0,3,9,2,7,8,10.0,False,True
527048,"Perez, Martin",3,0,0,46,31,28,55,62.0,True,False
528748,"Castellanos, Humberto",0,0,0,12,8,5,12,10.333333333333334,False,True
542585,"Cisnero, Jose",3,0,7,34,10,10,23,29.333333333333332,False,True
542881,"Anderson, Tyler",4,0,0,41,29,25,58,59.666666666666664,True,False
542914,"Bass, Anthony",2,7,4,21,10,9,17,25.333333333333332,False,True
542947,"Bleier, Richard",1,0,6,11,4,4,14,16.333333333333336,False,True
543037,"Cole, Gerrit",7,0,0,94,23,17,53,73.0,True,False
543101,"DeSclafani, Anthony",1,0,0,25,27,16,41,33.666666666666664,True,False
543135,"Eovaldi, Nathan",4,0,0,52,20,7,51,48.333333333333336,True,False
543243,"Gray, Sonny",5,0,0,72,23,26,42,56.0,True,False
543272,"Hand, Brad",2,16,1,29,5,4,13,22.0,False,True
543294,"Hendricks, Kyle",6,0,0,64,26,8,73,81.1,True,False
543339,"Hudson, Daniel",3,10,0,28,14,11,15,20.333333333333332,False,True
543475,"Lyles, Jordan",1,0,0,36,45,23,67,57.666666666666664,True,False
543507,"May, Trevor",1,2,9,38,10,7,20,23.333333333333332,False,True
543606,"Odorizzi, Jake",0,0,0,12,10,3,16,13.333333333333334,True,False
543766,"Shaw, Bryan",1,0,0,4,12,6,13,6.0,False,True
544727,"Familia, Jeurys",2,0,5,23,11,19,20,26.333333333333332,False,True
544931,"Strasburg, Stephen",0,0,0,2,6,1,8,5.0,False,False
545333,"Bauer, Trevor",5,0,0,100,14,17,41,73.0,True,False
547179,"Lorenzen, Michael",3,0,2,35,16,17,30,33.666666666666664,False,True
547943,"Ryu, Hyun Jin",5,0,0,72,20,17,60,67.0,True,False
547973,"Chapman, Aroldis",1,3,0,22,4,4,6,11.333333333333334,False,True
548384,"Raley, Brooks",0,1,6,27,11,6,13,20.0,False,True
548389,"Stripling, Ross",3,1,0,40,32,18,56,49.0,True,False
552640,"Kittredge, Andrew",0,1,2,3,2,2,8,8.0,False,True
554340,"Garcia, Yimi",3,1,4,19,1,5,9,15.0,False,True
554430,"Wheeler, Zack",4,0,0,53,23,16,67,71.0,True,False
554431,"Matzek, Tyler",4,0,1,43,9,10,23,29.0,False,True
570257,"Rodriguez, Joely",0,0,3,17,3,5,8,12.333333333333334,False,True
570488,"Valdez, Phillips",1,0,5,30,11,16,33,30.333333333333332,False,True
570666,"Cessa, Luis",0,1,1,17,8,7,20,21.333333333333332,False,True
571578,"Corbin, Patrick",2,0,0,60,34,18,85,65.66666666666667,True,False
571670,"Floro, Dylan",3,0,5,19,7,4,23,24.333333333333332,False,True
571704,"Giles, Ken",0,1,1,6,4,4,4,3.6666666666666665,False,False
571710,"Givens, Mychal",1,1,6,25,9,10,16,22.1,False,True
571760,"Heaney, Andrew",4,0,0,70,33,19,63,66.66666666666667,True,False
571901,"Loup, Aaron",3,0,4,22,7,4,17,25.0,False,True
571927,"Matz, Steven",0,0,0,36,33,10,42,30.333333333333332,True,False
571948,"Milner, Hoby",0,0,2,13,12,6,13,13.1,False,True
572070,"Richards, Garrett",2,0,1,46,23,17,47,51.333333333333336,True,False
572125,"Selman, Sam",1,1,3,23,8,9,13,19.333333333333332,False,True
572193,"Tepera, Ryan",0,0,3,31,9,12,17,20.333333333333332,False,True
572955,"Johnson, Pierce",3,0,1,27,6,9,15,20.0,False,True
572971,"Keuchel, Dallas",6,0,0,42,14,17,52,63.333333333333336,True,False
573009,"Mantiply, Joe",0,0,0,2,4,4,3,2.3333333333333335,False,False
573124,"Rogers, Taylor",2,9,2,24,9,4,26,20.0,False,True
573204,"Thielbar, Caleb",2,0,1,22,5,9,14,20.0,False,True
579328,"Kikuchi, Yusei",2,0,0,47,27,20,41,47.0,True,False
592094,"Adam, Jason",2,0,0,21,5,8,9,13.333333333333334,False,True
592332,"Gausman, Kevin",3,0,0,79,24,16,50,59.666666666666664,True,False
592351,"Gray, Jon",2,0,0,22,29,11,45,39.0,True,False
592390,"Hembree, Heath",3,0,3,20,19,8,26,18.433333333333334,False,True
592426,"Jackson, Luke",2,0,1,20,20,13,39,26.333333333333332,False,True
592454,"Kahnle, Tommy",0,0,1,3,0,1,1,1.0,False,False
592473,"Kolarek, Adam",3,1,4,13,2,4,11,19.0,False,True
592662,"Ray, Robbie",2,0,0,68,38,45,53,51.33333333333333,True,False
592761,"Smith, Caleb",0,0,0,15,4,12,6,14.0,True,False
592767,"Smyly, Drew",0,0,0,42,10,9,20,26.333333333333332,True,False
592773,"Stanek, Ryne",0,0,0,11,8,8,11,10.0,False,True
592804,"Thornburg, Tyler",0,0,1,10,3,5,6,7.0,False,True
592826,"Velasquez, Vince",1,0,0,46,21,17,36,34.0,True,False
592836,"Walker, Taijuan",4,0,0,50,16,19,43,53.33333333333333,True,False
592858,"Wick, Rowan",0,4,5,20,6,6,18,17.333333333333332,False,True
592866,"Williams, Trevor",2,0,0,49,38,21,66,55.333333333333336,True,False
593423,"Montas, Frankie",3,0,0,60,33,23,57,53.0,True,False
593576,"Neris, Hector",2,5,4,27,11,13,24,21.333333333333332,False,True
593619,"Tapia, Domingo",0,0,0,4,1,2,4,4.1,False,True
593974,"Peralta, Wandy",1,0,1,25,10,11,22,27.333333333333332,False,True
594577,"Mayers, Mike",2,2,5,43,7,9,18,30.0,False,True
594798,"deGrom, Jacob",4,0,0,104,18,18,47,68.0,True,False
594835,"Gonzales, Marco",7,0,0,64,24,7,59,69.66666666666667,True,False
594987,"Sadler, Casey",1,0,5,21,11,12,15,19.1,False,True
595014,"Treinen, Blake",3,1,9,22,11,8,23,25.333333333333332,False,True
595411,"Sherriff, Ryan",1,1,1,2,0,2,6,9.333333333333334,False,True
596001,"Junis, Jakob",0,0,1,19,18,6,35,25.333333333333332,True,False
596057,"Norris, Daniel",3,0,0,28,10,7,25,27.333333333333332,False,True
596071,"Peters, Dillon",0,0,0,2,3,0,3,1.3333333333333333,False,False
596112,"Stephenson, Robert",0,0,1,13,11,3,11,10.0,False,True
596133,"Weaver, Luke",1,0,0,55,38,18,63,52.0,True,False
596295,"Gomber, Austin",1,0,1,27,6,15,19,29.0,True,True
598264,"Barnes, Matt",1,9,4,31,11,14,18,23.0,False,True
598287,"Ramirez, Noe",1,0,1,14,7,9,15,21.0,False,True
600887,"Del Pozo, Miguel",0,0,0,2,7,8,7,3.6666666666666665,False,True
600917,"Leclerc, Jose",0,1,0,3,1,2,2,2.0,False,False
601713,"Pivetta, Nick",2,0,1,17,12,6,18,15.666666666666668,False,False
605130,"Barlow, Scott",2,2,7,39,14,9,27,30.0,False,True
605135,"Bassitt, Chris",5,0,0,55,16,17,56,63.0,True,False
605151,"Bradley, Archie",2,6,2,18,6,3,17,18.0,False,True
605164,"Bundy, Dylan",6,0,0,72,24,17,51,65.66666666666667,True,False
605177,"Chafin, Andrew",1,1,3,13,7,5,11,9.666666666666668,False,True
605182,"Clevinger, Mike",3,0,0,40,14,14,34,41.33333333333333,True,False
605200,"Davies, Zach",7,0,0,63,21,19,55,69.1,True,False
605242,"Fulmer, Michael",0,0,0,20,27,12,45,27.333333333333332,True,False
605280,"Holmes, Clay",0,0,0,1,0,0,2,1.3333333333333333,False,False
605288,"Houser, Adrian",1,0,0,44,33,21,63,56.0,True,False
605347,"Lopez, Jorge",2,0,0,28,29,12,46,39.0,True,False
605397,"Musgrove, Joe",1,0,0,55,17,16,33,39.666666666666664,True,False
605400,"Nola, Aaron",5,0,0,96,26,23,54,71.1,True,False
605447,"Romano, Jordan",2,2,5,21,2,5,8,14.333333333333334,False,True
605483,"Snell, Blake",4,0,0,63,18,18,42,50.0,True,False
605488,"Springs, Jeffrey",0,0,1,28,16,7,30,20.333333333333332,False,True
605513,"Turnbull, Spencer",4,0,0,51,25,29,47,56.666666666666664,True,False
605525,"Wendelken, J.B.",1,0,2,31,5,11,17,25.0,False,True
605538,"Wisler, Matt",0,1,5,35,3,14,15,25.333333333333332,True,True
605540,"Woodruff, Brandon",3,0,0,91,25,18,55,73.66666666666667,True,False
606149,"Gallegos, Giovanny",2,4,1,21,6,4,9,15.0,False,True
606160,"Montero, Rafael",0,8,0,19,8,6,12,17.333333333333332,False,True
606303,"Payamps, Joel",0,0,0,2,1,3,2,3.0,False,False
606424,"Garcia, Jarlin",2,0,6,14,1,7,11,18.333333333333332,False,True
607074,"Rodon, Carlos",0,0,0,6,7,3,9,7.666666666666667,False,False
607200,"Fedde, Erick",2,0,0,28,24,22,47,50.333333333333336,True,False
607237,"Garrett, Amir",1,1,6,26,5,7,10,18.333333333333332,False,True
607455,"Banda, Anthony",1,1,0,4,8,5,10,7.0,False,False
607481,"Bummer, Aaron",1,0,3,14,1,5,5,9.1,False,True
607536,"Freeland, Kyle",2,0,0,46,34,23,77,70.66666666666667,True,False
607572,"Howard, Sam",2,0,4,27,9,9,17,21.0,False,True
607625,"Lugo, Seth",3,3,0,47,21,10,40,36.666666666666664,True,True
607644,"Means, John",2,0,0,42,22,7,36,43.666666666666664,True,False
608032,"Estevez, Carlos",1,1,6,27,20,9,33,24.0,False,True
608331,"Fried, Max",7,0,0,50,14,19,42,56.0,True,False
608335,"Funkhouser, Kyle",1,0,0,12,14,11,22,17.333333333333332,False,True
608337,"Giolito, Lucas",4,0,0,97,28,28,47,72.1,True,False
608344,"Irvin, Cole",0,0,0,4,7,1,11,3.6666666666666665,False,False
608349,"Knebel, Corey",0,0,0,15,9,8,15,13.1,False,True
608371,"Sims, Lucas",3,0,5,34,7,11,13,25.333333333333332,False,True
608379,"Wacha, Michael",1,0,0,37,25,7,46,34.0,True,False
608566,"Marquez, German",4,0,0,73,34,25,78,81.66666666666667,True,False
608648,"Duffey, Tyler",1,0,12,31,5,6,13,24.0,False,True
608665,"Graveman, Kendall",1,0,5,15,12,8,15,18.333333333333332,False,True
608678,"Leone, Dominic",0,0,3,16,9,5,14,9.333333333333334,False,True
608717,"Stratton, Chris",2,0,5,39,13,13,26,30.0,False,True
608718,"Suter, Brent",2,0,2,38,11,5,30,31.333333333333332,True,True
608723,"Voth, Austin",2,0,0,44,35,18,57,49.666666666666664,True,False
612434,"Castro, Miguel",2,1,5,38,11,13,28,24.333333333333336,False,True
613534,"Adams, Austin",0,0,1,7,2,2,3,4.0,False,False
614179,"Ruiz, Jose",0,0,0,5,1,0,2,4.0,False,True
615698,"Quantrill, Cal",2,1,2,31,8,8,31,31.666666666666664,True,True
621076,"Kaprielian, James",0,0,0,4,3,2,4,3.6666666666666665,False,False
621107,"Eflin, Zach",4,0,0,70,26,15,60,59.0,True,False
621111,"Buehler, Walker",1,0,0,42,14,11,24,36.666666666666664,True,False
621112,"Blackburn, Paul",0,0,0,2,7,2,5,2.3333333333333335,False,False
621121,"McCullers Jr., Lance",3,0,0,56,24,20,44,55.0,True,False
621219,"Mills, Alec",5,0,0,46,31,19,53,62.333333333333336,True,False
621237,"Alvarado, Jose",0,0,2,13,6,6,9,9.0,False,True
621242,"Diaz, Edwin",2,6,1,50,5,14,18,25.333333333333332,False,True
621244,"Berrios, Jose",5,0,0,68,28,26,57,63.0,True,False
621249,"Underwood Jr., Duane",1,0,1,27,13,6,25,20.333333333333332,False,True
621295,"Wittgren, Nick",2,0,10,28,9,6,18,23.333333333333332,False,True
621345,"Minter, A.J.",1,0,5,24,2,9,15,21.333333333333332,False,True
621366,"Borucki, Ryan",1,0,3,21,5,12,12,16.333333333333332,False,True
621368,"Hearn, Taylor",0,0,1,23,7,11,13,17.333333333333332,False,True
621381,"Strahm, Matt",0,0,5,15,6,4,14,20.333333333333332,False,True
621593,"Castro, Anthony",0,0,0,1,2,1,1,1.0,False,False
622072,"Wood, Alex",0,0,1,15,9,6,17,12.333333333333334,False,True
622098,"Smith, Drew",0,0,2,7,5,2,6,7.0,False,True
622250,"Sborz, Josh",0,0,0,2,1,1,2,4.1,False,False
622251,"Staumont, Josh",2,0,8,37,7,16,20,25.333333333333332,False,True
622253,"Tate, Dillon",1,0,2,14,6,5,9,16.333333333333332,False,True
622491,"Castillo, Luis",4,0,0,89,25,24,62,70.0,True,False
622503,"Crismatt, Nabil",0,0,0,8,3,1,6,8.1,False,True
622608,"Senzatela, Antonio",5,0,0,41,28,18,71,73.1,True,False
622694,"Hernandez, Elieser",1,0,0,34,9,5,21,25.333333333333332,True,False
622780,"Perdomo, Angel",0,0,0,5,6,7,3,2.6666666666666665,False,False
623149,"Sewald, Paul",0,0,0,2,9,4,12,6.0,False,True
623352,"Hader, Josh",1,13,0,31,8,10,8,19.0,False,True
623437,"Topa, Justin",0,0,0,12,2,0,7,7.666666666666667,False,True
623465,"Phillips, Evan",1,0,2,20,8,10,14,14.1,False,True
623474,"Herget, Jimmy",1,0,1,17,7,14,13,19.333333333333332,False,True
623485,"Goudeau, Ashton",0,0,0,2,7,2,15,8.1,False,False
624133,"Suarez, Ranger",0,0,0,1,9,4,10,4.0,False,False
624647,"Gonzalez, Victor",3,0,2,23,3,2,13,20.333333333333332,False,True
625643,"Lopez, Reynaldo",1,0,0,24,19,15,28,26.333333333333332,True,False
628452,"Iglesias, Raisel",4,8,2,31,7,5,16,23.0,False,True
628711,"Urias, Julio",3,0,0,45,20,18,45,55.0,True,False
629498,"Quezada, Johan",0,0,0,2,3,1,4,3.0,False,False
640444,"Crowe, Wil",0,0,0,8,11,8,14,8.1,True,False
640448,"Finnegan, Kyle",1,0,4,27,8,13,21,24.333333333333332,False,True
640451,"Harvey, Hunter",0,0,4,6,4,2,8,8.333333333333334,False,True
640455,"Manaea, Sean",4,0,0,45,27,8,57,54.0,True,False
641154,"Lopez, Pablo",6,0,0,59,23,18,50,57.333333333333336,True,False
641302,"Alexander, Tyler",2,0,0,34,16,9,39,36.333333333333336,False,True
641360,"Bickford, Phil",0,0,0,2,4,0,4,1.0,False,False
641401,"Brogdon, Connor",1,0,0,17,5,5,5,11.1,False,True
641447,"Castano, Daniel",1,0,0,12,10,11,30,29.333333333333332,True,False
641482,"Cortes, Nestor",0,0,0,8,13,6,12,7.666666666666667,False,False
641540,"Dunning, Dane",2,0,0,35,15,13,25,34.0,True,False
641582,"Foster, Matt",6,0,2,31,7,9,16,28.333333333333332,False,True
641627,"Gott, Trevor",1,4,3,8,13,8,13,11.333333333333334,False,True
641672,"Hatch, Thomas",3,0,3,23,8,13,18,26.333333333333332,False,True
641712,"Hudson, Dakota",3,0,0,31,12,15,24,39.0,True,False
641726,"Jefferies, Daulton",0,0,0,1,5,2,5,2.0,False,False
641729,"Jimenez, Joe",1,5,4,22,18,6,25,22.333333333333332,False,True
641743,"Kay, Anthony",2,0,3,22,12,14,22,21.0,False,True
641745,"Keller, Brad",5,0,0,35,15,17,39,54.666666666666664,True,False
641755,"Kinley, Tyler",0,0,4,26,14,12,13,23.333333333333332,False,True
641771,"Kuhl, Chad",2,0,0,44,22,28,35,46.333333333333336,True,False
641778,"Lauer, Eric",0,0,0,12,16,9,17,11.0,False,False
641793,"Littell, Zack",0,0,0,3,7,3,12,6.1,False,True
641816,"Mahle, Tyler",2,0,0,60,19,21,34,47.666666666666664,True,False
641907,"Murphy, Patrick",0,0,0,5,1,2,6,6.0,False,False
641941,"Pagan, Emilio",0,2,7,23,11,9,14,22.0,False,True
642100,"Speier, Gabe",0,0,1,6,5,4,9,5.666666666666667,False,True
642121,"Sulser, Cole",1,5,1,19,14,17,17,22.333333333333332,False,True
642130,"Taylor, Blake",2,1,4,17,5,12,13,20.333333333333332,False,True
642152,"Trivino, Lou",0,0,0,26,10,10,16,23.333333333333332,False,True
642203,"Widener, Taylor",0,0,2,22,10,12,14,20.0,False,True
642207,"Williams, Devin",4,0,9,53,1,9,8,27.0,False,True
642232,"Yarbrough, Ryan",1,0,0,44,22,12,54,55.666666666666664,True,False
642397,"Soto, Gregory",0,2,4,29,11,13,16,23.0,False,True
642528,"Loaisiga, Jonathan",3,0,2,22,9,7,21,23.0,True,True
642545,"Barria, Jaime",1,0,0,27,13,9,27,32.333333333333336,True,False
642547,"Peralta, Freddy",3,0,3,47,13,12,22,29.333333333333332,False,True
642701,"Santana, Dennis",1,0,0,18,10,7,15,17.0,False,True
642770,"Guerra, Javy",1,0,2,12,15,5,25,13.1,False,True
643256,"Cimber, Adam",0,0,3,5,5,2,13,11.1,False,True
643290,"Dunn, Justin",4,0,0,38,22,31,31,45.666666666666664,True,False
643316,"Fry, Paul",1,0,5,29,6,9,22,22.0,False,True
643327,"Godley, Zack",0,0,0,28,26,14,42,28.333333333333332,True,False
643338,"Green, Chad",3,1,6,32,10,8,13,25.333333333333332,False,True
643511,"Rogers, Tyler",3,3,10,27,14,6,31,28.0,False,True
643615,"Zeuch, T.J.",1,0,0,3,2,4,9,11.1,False,False
645261,"Alcantara, Sandy",3,0,0,39,14,15,35,42.0,True,False
650382,"Hernandez, Darwinzon",1,0,2,13,2,8,5,8.1,False,True
650530,"Garcia, Bryan",2,4,3,12,4,10,18,21.333333333333332,False,True
650556,"Abreu, Bryan",0,0,1,3,1,7,1,3.3333333333333335,False,False
650633,"King, Michael",1,0,0,26,23,11,30,26.333333333333332,True,True
650644,"Civale, Aaron",4,0,0,69,39,16,82,74.0,True,False
650668,"Mejia, Humberto",0,0,0,11,6,6,13,10.0,True,False
650671,"Quijada, Jose",0,0,1,6,3,2,6,3.6666666666666665,False,True
650893,"Cabrera, Genesis",4,1,3,32,6,16,10,22.333333333333332,False,True
650895,"Castillo, Diego",3,4,5,23,4,11,12,21.333333333333332,False,True
656061,"Abreu, Albert",0,0,0,2,3,2,4,1.3333333333333333,False,False
656222,"Beeks, Jalen",1,1,3,26,7,4,21,19.333333333333332,False,True
656232,"Bielak, Brandon",3,0,0,26,24,17,39,32.0,True,True
656302,"Cease, Dylan",5,0,0,44,26,34,50,58.333333333333336,True,False
656322,"Coonrod, Sam",0,3,3,15,16,7,17,14.333333333333334,False,True
656353,"Davidson, Tucker",0,0,0,2,2,4,3,1.3333333333333333,False,False
656354,"Davis, Austin",0,0,1,5,8,2,11,6.666666666666666,False,True
656420,"Feyereisen, J.P.",0,0,0,7,6,5,4,9.1,False,True
656427,"Flaherty, Jack",4,0,0,49,22,16,33,40.333333333333336,True,False
656546,"Hoffman, Jeff",2,1,0,20,22,9,32,21.333333333333332,False,True
656548,"Holloway, Jordan",0,0,0,0,0,1,2,0.3333333333333333,False,False
656557,"Houck, Tanner",3,0,0,21,1,9,6,17.0,True,False
656605,"Keller, Mitch",1,0,0,16,7,18,9,21.333333333333332,True,False
656685,"Martin, Brett",1,0,2,8,3,9,8,14.333333333333334,False,True
656756,"Montgomery, Jordan",2,0,0,47,25,9,48,44.0,True,False
656793,"Nelson, Nick",1,0,1,18,11,11,20,20.333333333333332,False,True
656794,"Newcomb, Sean",0,0,0,10,17,6,20,13.333333333333334,True,False
656849,"Peterson, David",6,0,0,40,19,24,36,49.666666666666664,True,False
656876,"Rasmussen, Drew",1,0,0,21,10,9,17,15.1,False,True
656887,"Reid-Foley, Sean",1,0,0,6,1,6,3,6.666666666666667,False,True
656913,"Romero, Seth",0,0,1,5,4,3,5,2.6666666666666665,False,False
656945,"Scott, Tanner",0,1,5,23,3,10,12,20.333333333333332,False,True
656954,"Sheffield, Justus",4,0,0,48,22,20,52,55.333333333333336,True,False
657024,"Swanson, Erik",0,0,1,9,11,2,11,7.666666666666667,False,True
657031,"Taylor, Josh",1,0,1,7,8,5,7,7.1,False,True
657044,"Thompson, Ryan",1,1,4,23,13,8,29,26.333333333333332,False,True
657053,"Toussaint, Touki",0,0,0,30,24,16,27,24.333333333333332,True,False
657097,"Webb, Jacob",0,0,0,10,0,5,7,10.0,False,True
657140,"Wright, Kyle",2,0,0,30,22,24,35,38.0,True,False
657141,"Yamamoto, Jordan",0,0,0,13,23,7,27,11.1,True,False
657240,"Merryweather, Julian",0,0,1,15,6,6,11,13.0,True,True
657277,"Webb, Logan",3,0,0,46,33,24,61,54.333333333333336,True,False
657376,"Schmidt, Clarke",0,0,0,7,5,5,7,6.1,False,False
657571,"Ferguson, Caleb",2,0,5,27,6,3,16,18.333333333333332,False,True
657612,"Hill, Tim",3,0,5,20,9,6,17,18.0,False,True
657624,"James, Josh",1,0,4,21,14,17,15,17.333333333333332,False,True
658431,"Medina, Adonis",0,0,0,4,2,3,3,4.0,False,False
658551,"Fernandez, Junior",0,0,0,2,6,2,6,3.0,False,False
659275,"Lamet, Dinelson",3,0,0,93,16,20,39,69.0,True,False
660271,"Ohtani, Shohei",0,0,0,3,7,8,3,1.3333333333333333,False,False
660600,"Paredes, Enoli",3,0,4,20,7,11,18,20.333333333333332,False,True
660623,"Ynoa, Huascar",0,0,0,17,14,13,23,21.333333333333332,True,False
660761,"Suarez, Jose",0,0,0,2,10,5,10,2.3333333333333335,False,False
660813,"Graterol, Brusdar",1,0,7,13,8,3,18,23.333333333333332,False,True
660896,"Alcala, Jorge",2,0,0,27,7,8,21,24.0,False,True
663399,"Waddell, Brandon",0,0,0,2,1,2,2,3.3333333333333335,False,False
663423,"Thornton, Trent",0,0,0,6,7,3,15,5.666666666666667,True,False
663432,"Rainey, Tanner",1,0,9,32,6,7,8,20.333333333333332,False,True
663460,"Bubic, Kris",1,0,0,49,24,22,52,50.0,True,False
663465,"Allard, Kolby",0,0,0,32,29,20,31,33.666666666666664,True,False
663474,"McKenzie, Triston",2,0,0,42,12,9,21,33.333333333333336,True,False
663531,"Allen, Logan",0,0,0,7,4,7,12,10.333333333333334,False,False
663554,"Mize, Casey",0,0,0,26,22,13,29,28.333333333333332,True,False
663734,"Neidert, Nick",0,0,0,4,5,2,10,8.1,False,False
663765,"Woodford, Jake",1,0,0,16,13,5,20,21.0,False,True
663770,"Evans, Demarcus",0,0,0,4,1,0,3,4.0,False,False
663776,"Sandoval, Patrick",1,0,0,33,23,12,37,36.666666666666664,True,False
663878,"Pearson, Nate",1,0,0,16,12,13,14,18.0,True,False
663903,"Singer, Brady",4,0,0,61,29,23,52,64.1,True,False
663978,"Paddack, Chris",4,0,0,58,31,12,60,59.0,True,False
664054,"Stashak, Cody",1,0,5,17,5,3,11,15.0,False,True
664062,"Gonsolin, Tony",2,0,0,46,12,7,32,46.666666666666664,True,False
664076,"Cleavinger, Garrett",0,0,0,1,1,0,2,0.6666666666666666,False,False
664092,"Poppen, Sean",0,0,1,10,4,4,9,7.666666666666667,False,True
664126,"Fairbanks, Pete",6,0,7,39,8,14,23,26.333333333333332,False,True
664141,"Brubaker, JT",1,0,1,48,26,17,48,47.333333333333336,True,False
664192,"Lucchesi, Joey",0,0,0,5,5,2,13,5.666666666666667,False,False
664199,"Clarke, Taylor",3,0,0,40,21,21,35,43.333333333333336,True,True
664208,"Maton, Phil",3,0,4,32,11,6,23,21.333333333333332,False,True
664285,"Valdez, Framber",5,0,0,76,28,16,63,70.66666666666667,True,False
664299,"Javier, Cristian",5,0,0,54,21,18,36,54.333333333333336,True,False
664337,"Yajure, Miguel",0,0,0,8,1,5,3,7.0,False,False
664350,"Sanchez, Sixto",3,0,0,33,15,11,36,39.0,True,False
664353,"Urquidy, Jose",1,0,0,17,9,8,22,29.333333333333332,True,False
664854,"Helsley, Ryan",1,1,2,10,7,8,8,12.0,False,True
664948,"Misiewicz, Anthony",0,0,8,25,9,6,20,20.0,False,True
665152,"Kremer, Dean",1,0,0,22,10,12,15,18.333333333333332,True,False
665620,"Garcia, Deivi",3,0,0,33,19,6,35,34.333333333333336,True,False
665621,"Garcia, Rony",1,0,0,14,19,9,25,21.0,False,True
666120,"Anderson, Ian",3,0,0,41,7,14,21,32.333333333333336,True,False
666129,"Garrett, Braxton",1,0,0,8,5,5,8,7.666666666666667,False,False
666200,"Luzardo, Jesus",3,0,0,59,27,17,58,59.0,True,False
666622,"Marquez, Brailyn",0,0,0,1,5,3,2,0.6666666666666666,False,False
667463,"King, John",1,0,0,9,7,4,13,10.1,False,True
667465,"Fletcher, Aaron",0,0,1,7,6,7,7,4.1,False,True
668676,"Plesac, Zach",4,0,0,57,14,6,38,55.333333333333336,True,False
