player_id,name_full,w,sv,hld,so,er,bb,h,ip,SP,RP
642397,"Soto, Gregory",6,18,7,76,24,40,46,63.666666666666664,False,True
642528,"Loaisiga, Jonathan",9,5,18,69,17,16,56,70.66666666666667,False,True
642545,"Barria, Jaime",2,0,0,35,29,19,70,56.666666666666664,True,False
642547,"Peralta, Freddy",10,0,0,195,45,56,84,144.1,True,False
642701,"Santana, Dennis",2,0,7,46,26,32,48,54.666666666666664,False,True
642758,"Acevedo, Domingo",0,0,0,9,4,4,9,11.0,False,True
642759,"Fernandez, Julian",0,0,0,4,8,4,9,6.666666666666667,False,True
642770,"Guerra, Javy",0,0,0,3,2,2,4,3.6666666666666665,False,False
643256,"Cimber, Adam",3,1,7,51,18,16,61,71.66666666666667,False,True
643290,"Dunn, Justin",1,0,0,49,21,29,37,50.333333333333336,True,False
643316,"Fry, Paul",4,2,11,60,32,35,37,47.333333333333336,False,True
643327,"Godley, Zack",0,0,0,5,6,5,4,3.3333333333333335,False,False
643338,"Green, Chad",10,6,18,99,29,17,57,83.66666666666667,False,True
643377,"Jax, Griffin",4,0,0,65,58,29,82,82.0,True,False
643511,"Rogers, Tyler",7,13,30,55,20,13,74,81.0,False,True
643615,"Zeuch, T.J.",0,0,0,8,11,9,21,15.0,True,False
645261,"Alcantara, Sandy",9,0,0,201,73,50,171,205.33333333333334,True,False
646242,"Diaz, Jhonathan",1,0,0,9,6,7,11,13.0,False,False
647315,"Pop, Zach",1,0,3,51,25,24,54,54.666666666666664,False,True
649144,"Wells, Alexander",2,0,0,26,32,16,53,42.666666666666664,True,False
650382,"Hernandez, Darwinzon",2,0,12,54,15,31,29,40.0,False,True
650496,"Mejia, J.C.",1,0,0,47,48,24,60,52.333333333333336,True,True
650530,"Garcia, Bryan",3,2,3,32,33,25,48,39.333333333333336,False,True
650556,"Abreu, Bryan",3,1,7,36,23,18,35,36.0,False,True
650633,"King, Michael",2,0,3,62,25,24,57,63.333333333333336,True,True
650644,"Civale, Aaron",12,0,0,99,53,31,108,124.1,True,False
650668,"Mejia, Humberto",0,0,0,20,18,9,32,22.333333333333332,True,False
650671,"Quijada, Jose",0,0,5,38,13,15,20,25.333333333333332,False,True
650893,"Cabrera, Genesis",4,0,28,77,29,36,52,70.0,False,True
650895,"Castillo, Diego",5,16,11,75,18,17,40,58.333333333333336,False,True
650911,"Sanchez, Cristopher",1,0,0,13,7,7,16,12.333333333333334,False,True
655889,"Rodriguez, Manuel",3,1,1,16,12,12,18,17.333333333333332,False,True
656061,"Abreu, Albert",2,1,4,35,21,19,27,36.666666666666664,False,True
656232,"Bielak, Brandon",3,1,2,46,25,21,48,50.0,False,True
656266,"Bukauskas, J.B.",2,0,1,14,15,7,24,17.333333333333332,False,True
656302,"Cease, Dylan",13,0,0,226,72,68,139,165.33333333333334,True,False
656322,"Coonrod, Sam",2,2,8,48,19,15,41,42.333333333333336,False,True
656353,"Davidson, Tucker",0,0,0,18,8,8,15,20.0,True,False
656354,"Davis, Austin",1,0,4,28,15,12,24,25.666666666666664,False,True
656420,"Feyereisen, J.P.",4,3,15,53,17,33,36,56.0,False,True
656427,"Flaherty, Jack",9,0,0,85,28,26,57,78.1,True,False
656457,"Gilbert, Tyler",2,0,1,25,14,13,28,40.0,True,False
656458,"Gilbreath, Lucas",3,1,4,44,16,23,33,42.666666666666664,False,True
656529,"Hentges, Sam",1,0,0,68,51,32,90,68.66666666666667,True,True
656546,"Hoffman, Jeff",3,0,2,79,37,45,70,73.0,True,True
656548,"Holloway, Jordan",2,0,0,36,16,26,23,36.0,True,True
656557,"Houck, Tanner",1,1,1,87,27,21,57,69.0,True,True
656578,"Jackson, Andre",0,1,0,10,3,6,10,11.333333333333334,False,False
656605,"Keller, Mitch",5,0,0,92,69,49,131,100.66666666666667,True,False
656620,"Klobosits, Gabe",0,0,4,5,8,5,13,11.1,False,True
656629,"Kopech, Michael",4,0,15,103,27,24,54,69.1,True,True
656638,"Lange, Alex",1,1,6,39,16,16,37,35.666666666666664,False,True
656685,"Martin, Brett",4,0,11,42,22,14,67,62.333333333333336,False,True
656686,"Martin, Corbin",0,0,0,13,19,14,23,16.0,True,False
656731,"Megill, Tylor",4,0,0,99,45,27,88,89.66666666666667,True,False
656756,"Montgomery, Jordan",6,0,0,162,67,51,150,157.1,True,False
656793,"Nelson, Nick",0,0,0,22,14,16,15,14.1,False,True
656794,"Newcomb, Sean",2,1,2,43,17,27,28,32.333333333333336,False,True
656803,"Norwood, James",0,0,0,3,0,3,6,5.0,False,True
656849,"Peterson, David",2,0,0,69,41,29,64,66.66666666666667,True,False
656876,"Rasmussen, Drew",4,1,1,73,24,25,57,76.0,True,True
656887,"Reid-Foley, Sean",2,0,0,26,12,9,22,20.333333333333332,False,True
656945,"Scott, Tanner",5,0,16,70,31,37,48,54.0,False,True
656954,"Sheffield, Justus",7,0,0,63,61,43,105,80.1,True,True
656981,"Solomon, Peter",1,0,0,10,2,8,10,14.0,False,True
657006,"Steele, Justin",4,0,1,59,27,27,50,57.0,True,True
657024,"Swanson, Erik",0,1,5,35,13,10,28,35.333333333333336,False,True
657031,"Taylor, Josh",1,1,15,60,18,23,45,47.666666666666664,False,True
657044,"Thompson, Ryan",3,0,11,37,9,9,26,34.0,False,True
657053,"Toussaint, Touki",3,0,0,48,25,22,43,50.0,True,False
657097,"Webb, Jacob",5,1,0,33,16,14,38,34.333333333333336,False,True
657140,"Wright, Kyle",0,0,0,6,7,5,7,6.1,False,False
657141,"Yamamoto, Jordan",1,0,0,3,3,2,10,6.666666666666667,False,False
657240,"Merryweather, Julian",0,2,1,12,7,4,13,13.0,False,True
657248,"Otto, Glenn",0,0,0,28,24,8,32,23.333333333333332,True,False
657277,"Webb, Logan",11,0,1,158,50,36,128,148.1,True,False
657376,"Schmidt, Clarke",0,0,0,6,4,5,11,6.1,False,False
657508,"Baumann, Mike",1,0,1,5,11,6,13,10.0,False,False
657612,"Hill, Tim",6,1,19,56,24,23,51,59.666666666666664,False,True
657624,"James, Josh",0,0,0,8,3,2,4,5.0,False,True
657746,"Ryan, Joe",2,0,0,30,12,5,16,26.333333333333332,True,False
657756,"Seabold, Connor",0,0,0,0,2,2,3,3.0,False,False
658431,"Medina, Adonis",0,0,0,6,3,4,9,7.666666666666667,False,False
658551,"Fernandez, Junior",1,0,0,15,13,15,25,20.333333333333332,False,True
658648,"Avila, Pedro",0,0,0,5,1,3,4,4.0,False,False
659275,"Lamet, Dinelson",2,0,2,57,23,22,48,47.0,True,True
660271,"Ohtani, Shohei",9,0,0,156,46,44,98,130.1,True,False
660546,"Diaz, Yennsy",0,0,0,21,15,12,25,25.0,False,True
660600,"Paredes, Enoli",0,0,2,15,6,17,7,8.333333333333334,False,True
660623,"Ynoa, Huascar",4,0,0,100,41,25,76,91.0,True,False
660761,"Suarez, Jose",8,0,0,85,41,36,85,98.1,True,True
660813,"Graterol, Brusdar",3,0,4,27,17,13,34,33.333333333333336,False,True
660825,"Bazardo, Eduard",0,0,0,3,0,2,1,3.0,False,False
660896,"Alcala, Jorge",3,1,11,61,26,13,45,59.666666666666664,False,True
660906,"Perez, Francisco",0,0,0,5,3,3,6,6.666666666666667,False,False
661255,"Lopez, Yoan",0,0,2,13,9,6,18,12.1,False,True
661269,"Gutierrez, Vladimir",9,0,0,88,60,46,115,114.0,True,False
661383,"Ortega, Oliver",1,0,0,4,5,2,12,9.1,False,True
661403,"Clase, Emmanuel",4,24,6,74,10,16,51,69.66666666666667,False,True
661527,"Martinez, Seth",0,0,0,3,5,3,5,3.0,False,False
661563,"Gil, Luis",1,0,0,38,10,19,20,29.333333333333332,True,False
662253,"Munoz, Andres",0,0,0,1,0,2,0,0.6666666666666666,False,False
663372,"Feltner, Ryan",0,0,0,6,8,5,9,6.1,False,False
663378,"Szapucki, Thomas",0,0,0,4,6,3,7,3.6666666666666665,False,False
663399,"Waddell, Brandon",0,0,0,7,7,9,14,9.1,False,True
663423,"Thornton, Trent",1,0,0,52,26,16,54,49.0,True,True
663432,"Rainey, Tanner",1,3,10,42,26,25,29,31.333333333333332,False,True
663460,"Bubic, Kris",6,0,0,114,64,59,121,130.0,True,True
663465,"Allard, Kolby",3,0,1,104,75,31,128,124.66666666666667,True,True
663474,"McKenzie, Triston",5,0,0,136,66,58,84,120.0,True,False
663531,"Allen, Logan",2,0,0,37,35,17,58,50.333333333333336,True,False
663554,"Mize, Casey",7,0,0,118,62,41,130,150.1,True,False
663556,"McClanahan, Shane",10,0,0,141,47,37,120,123.1,True,False
663558,"Moran, Jovani",0,0,0,10,7,7,9,8.0,False,True
663559,"Falter, Bailey",2,0,2,34,21,6,34,33.666666666666664,False,True
663567,"Lambert, Peter",0,0,0,3,7,2,12,5.666666666666667,False,False
663574,"Santillan, Tony",1,0,0,56,14,21,34,43.333333333333336,True,True
663734,"Neidert, Nick",1,0,0,21,18,23,31,35.666666666666664,True,False
663738,"Lynch, Daniel",4,0,0,55,43,31,80,68.0,True,False
663753,"Knehr, Reiss",1,0,0,20,16,20,23,29.0,True,True
663765,"Woodford, Jake",3,0,0,50,30,25,66,67.66666666666667,True,True
663770,"Evans, Demarcus",0,0,3,33,15,16,24,26.333333333333332,False,True
663776,"Sandoval, Patrick",3,1,0,94,35,36,69,87.0,True,False
663804,"Kowar, Jackson",0,0,0,29,38,20,43,30.333333333333332,True,False
663855,"Hicks, Jordan",0,0,3,10,6,10,5,10.0,False,True
663878,"Pearson, Nate",1,0,0,20,7,12,14,15.0,False,True
663903,"Singer, Brady",5,0,0,131,70,53,146,128.1,True,False
663959,"Ivey, Tyler",0,0,0,3,4,1,6,4.666666666666667,False,False
663978,"Paddack, Chris",7,0,0,99,61,22,115,108.1,True,False
663986,"Stephan, Trevor",3,1,3,75,31,31,58,63.333333333333336,False,True
664054,"Stashak, Cody",0,0,2,26,12,10,16,15.333333333333334,False,True
664062,"Gonsolin, Tony",4,0,0,65,20,34,41,55.666666666666664,True,False
664076,"Cleavinger, Garrett",2,0,0,21,6,12,20,18.0,False,True
664092,"Poppen, Sean",1,1,1,26,13,9,31,22.666666666666664,False,True
664123,"Effross, Scott",2,0,3,18,6,1,13,14.333333333333334,False,True
664126,"Fairbanks, Pete",3,5,14,56,17,21,40,42.666666666666664,False,True
664141,"Brubaker, JT",5,0,0,129,74,38,123,124.1,True,False
664192,"Lucchesi, Joey",1,0,0,41,19,11,34,38.333333333333336,True,False
664199,"Clarke, Taylor",1,0,7,39,24,14,52,43.333333333333336,False,True
664208,"Maton, Phil",6,0,5,85,35,32,65,66.66666666666667,False,True
664285,"Valdez, Framber",11,0,0,125,47,58,110,134.33333333333334,True,False
664294,"Moreta, Dauri",0,0,0,4,1,1,2,3.6666666666666665,False,False
664299,"Javier, Cristian",4,2,5,130,40,53,67,101.1,True,True
664337,"Yajure, Miguel",0,0,0,11,14,7,17,15.0,True,False
664353,"Urquidy, Jose",8,0,0,90,43,19,87,107.0,True,False
664584,"Romero, Jhon",0,0,0,3,2,0,5,4.0,False,True
664776,"Cousins, Jake",1,0,7,44,9,19,16,30.0,False,True
664854,"Helsley, Ryan",6,1,10,47,24,27,40,47.333333333333336,False,True
664875,"Lawrence, Justin",1,0,2,17,16,19,21,16.333333333333332,False,True
664948,"Misiewicz, Anthony",5,0,19,53,28,15,61,54.666666666666664,False,True
665152,"Kremer, Dean",0,0,0,47,45,25,63,53.666666666666664,True,False
665620,"Garcia, Deivi",0,0,0,7,6,4,8,8.1,False,False
665621,"Garcia, Rony",0,0,0,2,1,2,1,3.6666666666666665,False,False
665625,"Peguero, Elvis",0,0,0,0,7,3,7,2.3333333333333335,False,False
665645,"Castro, Kervin",1,0,0,13,0,4,13,13.1,False,True
665665,"Sanmartin, Reiver",2,0,0,11,2,2,12,11.333333333333334,False,False
665733,"Santos, Antonio",0,0,0,10,6,5,9,11.1,False,True
665795,"Cabrera, Edward",0,0,0,28,17,19,24,26.333333333333332,True,False
665854,"Oviedo, Luis",1,0,0,31,29,26,33,29.333333333333332,False,True
665896,"Marte, Jose",0,0,0,5,4,3,4,4.0,False,False
666120,"Anderson, Ian",9,0,0,124,51,53,105,128.1,True,False
666129,"Garrett, Braxton",1,0,0,32,19,20,42,34.0,True,False
666159,"Manning, Matt",4,0,0,57,55,33,96,85.1,True,False
666168,"Thompson, Mason",1,0,7,23,11,15,32,24.333333333333332,False,True
666200,"Luzardo, Jesus",6,0,1,98,70,48,106,95.33333333333334,True,True
666201,"Manoah, Alek",9,0,0,127,40,40,77,111.66666666666667,True,False
666205,"Muller, Kyle",2,0,0,37,17,20,26,36.666666666666664,True,False
666619,"Santos, Gregory",0,0,1,3,5,2,5,2.0,False,False
666808,"Doval, Camilo",5,3,6,37,9,9,19,27.0,False,True
666818,"Frias, Luis",0,0,1,3,1,5,2,3.3333333333333335,False,False
667297,"Nance, Tommy",1,0,5,30,23,13,25,28.333333333333332,False,True
667373,"Rondon, Angel",0,0,0,1,0,1,1,2.0,False,False
667376,"Sanchez, Miguel",2,0,0,23,12,14,27,26.0,False,True
667463,"King, John",7,0,4,40,18,12,41,46.0,False,True
667465,"Fletcher, Aaron",0,0,0,2,5,1,7,3.6666666666666665,False,False
667725,"Tyler, Kyle",0,0,0,6,4,6,8,12.1,False,True
668676,"Plesac, Zach",10,0,0,100,74,34,137,142.33333333333334,True,False
668678,"Gallen, Zac",4,0,0,139,58,49,108,121.1,True,False
668820,"Kranick, Max",2,0,0,32,27,19,47,38.666666666666664,True,False
668968,"Crouse, Hans",0,0,0,2,4,7,4,7.0,False,False
669060,"Wilson, Bryse",3,0,0,46,44,22,85,74.0,True,False
669145,"Zimmermann, Bruce",4,0,0,56,36,22,75,64.1,True,False
669169,"Heasley, Jon",1,0,0,6,8,3,15,14.333333333333334,True,False
669203,"Burnes, Corbin",11,0,0,234,45,34,123,167.0,True,False
669211,"Akin, Keegan",2,0,0,82,70,40,110,95.0,True,True
669212,"Morgan, Eli",5,0,0,81,53,22,90,89.1,True,False
669276,"Lee, Dylan",0,0,0,3,2,0,3,2.0,False,False
669294,"Campbell, Paul",2,0,0,26,19,10,32,26.333333333333332,False,True
669302,"Gilbert, Logan",6,0,0,128,62,28,112,119.1,True,False
669330,"Wells, Tyler",2,4,1,65,26,12,40,57.0,False,True
669358,"Baz, Shane",2,0,0,18,3,3,6,13.1,True,False
669373,"Skubal, Tarik",8,0,0,164,72,47,141,149.1,True,False
669395,"Coleman, Dylan",0,0,0,7,1,1,5,6.1,False,True
669424,"Lambert, Jimmy",1,0,0,10,9,6,16,13.0,True,False
669432,"Rogers, Trevor",7,0,0,157,39,46,107,133.0,True,False
669456,"Bieber, Shane",7,0,0,134,34,33,84,96.66666666666667,True,False
669459,"Nelson, Kyle",0,0,0,8,10,8,10,9.333333333333334,False,True
669618,"Barlow, Joe",0,11,3,27,5,12,12,29.0,False,True
669622,"Bender, Anthony",3,3,12,71,19,20,45,61.333333333333336,False,True
