player_id,name_full,w,so,sv/hld,era,whip,score
434378,"Verlander, Justin",1.0,0.9190031152647975,0.0,0.8735784977718698,0.9865204469653904,0.7558204120004116
543037,"Cole, Gerrit",0.9523809523809523,0.9999999999999999,0.0,0.880984962607759,0.9190394014810844,0.7504810632939591
544931,"Strasburg, Stephen",0.8571428571428571,0.7663551401869159,0.0,0.8052401171784999,0.8157859208572263,0.6489048070730998
425844,"Greinke, Zack",0.8571428571428571,0.5669781931464174,0.0,0.8409449196482626,0.8562610879700621,0.6242654115815199
669456,"Bieber, Shane",0.7142857142857142,0.7912772585669782,0.0,0.8086856013172643,0.8032453741985236,0.6234987896736961
450203,"Morton, Charlie",0.7619047619047619,0.7320872274143302,0.0,0.8294098906155971,0.7813720320655373,0.6209547824000452
594798,"deGrom, Jacob",0.5238095238095237,0.778816199376947,0.0,0.8881715287741113,0.8648416839396756,0.6111277871800516
477132,"Kershaw, Clayton",0.7619047619047619,0.573208722741433,0.0,0.8317038407286419,0.8113799206738517,0.5956394492097378
458681,"Lynn, Lance",0.7619047619047619,0.7507788161993769,0.0,0.7716385691561791,0.6836770832583204,0.5935998461037277
608337,"Giolito, Lucas",0.6666666666666666,0.6947040498442367,0.0,0.7955539319825364,0.7955770648671123,0.5905003426721105
656427,"Flaherty, Jack",0.5238095238095237,0.7040498442367601,0.0,0.857656764697722,0.8660699489925286,0.5903172163473068
621111,"Buehler, Walker",0.6666666666666666,0.6542056074766355,0.0,0.8102613556866782,0.8120860485876972,0.5886439356835356
650895,"Castillo, Diego",0.23809523809523808,0.23676012461059187,1.0,0.7966629628954991,0.671141572980689,0.5885319797164037
622491,"Castillo, Luis",0.7142857142857142,0.6884735202492211,0.0,0.7969626375503955,0.7381818259198653,0.5875807396010393
453286,"Scherzer, Max",0.5238095238095237,0.7414330218068536,0.0,0.8413531263547562,0.8228923014937816,0.585897594692983
593958,"Rodriguez, Eduardo",0.9047619047619047,0.6479750778816199,0.0,0.7590668589335593,0.6048077400534728,0.5833223163261113
571578,"Corbin, Patrick",0.6666666666666666,0.7258566978193146,0.0,0.8111443414510308,0.7107806770956564,0.5828896766065336
547943,"Ryu, Hyun Jin",0.6666666666666666,0.4922118380062305,0.0,0.8981070207270769,0.836901897977332,0.5787774846754613
605182,"Clevinger, Mike",0.6190476190476191,0.5109034267912772,0.0,0.8613319832832029,0.8032641795298743,0.5589094417303947
543243,"Gray, Sonny",0.5238095238095237,0.6230529595015576,0.0,0.8460320538714767,0.7818569141805372,0.5549502902726191
543606,"Odorizzi, Jake",0.7142857142857142,0.5389408099688473,0.0,0.7871822404726225,0.6931128381872327,0.5467043205828833
501985,"Minor, Mike",0.6666666666666666,0.6074766355140186,0.0,0.7797046388014615,0.6697468601042161,0.5447189602172726
621244,"Berrios, Jose",0.6666666666666666,0.5919003115264797,0.0,0.770515930277513,0.6809080946228656,0.541998200618705
605400,"Nola, Aaron",0.5714285714285714,0.6978193146417445,0.0,0.7531556554860643,0.650243858414687,0.5345294799942134
608331,"Fried, Max",0.8095238095238095,0.5233644859813084,0.0,0.738803486049749,0.5995178928389452,0.5342419348787624
545333,"Bauer, Trevor",0.5238095238095237,0.7725856697819314,0.0,0.6961247331306206,0.6617784667811905,0.5308596787006532
592662,"Ray, Robbie",0.5714285714285714,0.7165109034267912,0.0,0.7095122274511748,0.5941828006743705,0.5183269005961816
628711,"Urias, Julio",0.19047619047619047,0.24922118380062303,0.48,0.8826803362980524,0.7859126812644153,0.5176580783678563
656794,"Newcomb, Sean",0.2857142857142857,0.18691588785046728,0.68,0.8186669531893558,0.6104667034219924,0.5163527660352203
594835,"Gonzales, Marco",0.7619047619047619,0.4423676012461059,0.0,0.7423543655671495,0.6186133340782022,0.5130480125592439
641712,"Hudson, Dakota",0.7619047619047619,0.40809968847352024,0.04,0.8015238969862858,0.5456014038707122,0.511425950247056
600917,"Leclerc, Jose",0.09523809523809523,0.29595015576323985,0.84,0.711105848922567,0.6078165367056357,0.5100221273259076
663978,"Paddack, Chris",0.42857142857142855,0.46105919003115264,0.0,0.8034564358068212,0.8555763678641282,0.5097326844547061
518516,"Bumgarner, Madison",0.42857142857142855,0.616822429906542,0.0,0.7501312114283647,0.7503148364478376,0.5091679812708346
543294,"Hendricks, Kyle",0.5238095238095237,0.4517133956386293,0.0,0.7920133699381323,0.7493537568295072,0.5033780092431586
554430,"Wheeler, Zack",0.5238095238095237,0.5919003115264797,0.0,0.7444946530843695,0.6544528888094485,0.5029314754459643
506433,"Darvish, Yu",0.2857142857142857,0.6978193146417445,0.0,0.7426557486279393,0.7717317162724326,0.49958421305128037
592789,"Syndergaard, Noah",0.47619047619047616,0.6137071651090342,0.0,0.7146569646569647,0.67213994066971,0.49533890932523705
605540,"Woodruff, Brandon",0.5238095238095237,0.42990654205607476,0.0,0.7764373281245985,0.7402786331330418,0.4940864054246477
608566,"Marquez, German",0.5714285714285714,0.5295950155763239,0.0,0.6706921711126926,0.6977494107003475,0.4938930337635871
607644,"Means, John",0.5714285714285714,0.3613707165109034,0.0,0.7787367104440276,0.7453385420069073,0.49137490807808193
642232,"Yarbrough, Ryan",0.5238095238095237,0.34890965732087226,0.0,0.7284594144925485,0.8452356389035361,0.48928284690529616
519242,"Sale, Chris",0.2857142857142857,0.6635514018691588,0.0,0.703652733332228,0.7799717631648533,0.4865780368161052
605397,"Musgrove, Joe",0.5238095238095237,0.4735202492211838,0.04,0.6999899628625916,0.6863120328760941,0.4847263537538787
