player_id,name_full,primary_position,r,rbi,hr,sb,ba,score
665487,"Tatis Jr., Fernando",6,0.9803921568627451,0.75,0.7727272727272727,0.4583333333333333,0.5535714285714286,0.7030048382989559
608070,"Ramirez, Jose",5,0.8823529411764706,0.7666666666666666,0.7727272727272727,0.41666666666666663,0.5844748858447488,0.6845776866163651
547989,"Abreu, Jose",3,0.8431372549019608,1.0,0.8636363636363636,0.0,0.6333333333333333,0.6680213903743316
607208,"Turner, Trea",6,0.9019607843137255,0.6833333333333333,0.5454545454545454,0.5,0.6695278969957081,0.6600553120194625
605141,"Betts, Mookie",OF,0.9215686274509803,0.65,0.7272727272727273,0.41666666666666663,0.5844748858447488,0.6599965814470246
518692,"Freeman, Freddie",3,1.0,0.8833333333333333,0.5909090909090909,0.08333333333333333,0.6822429906542056,0.6479637496459926
592518,"Machado, Manny",5,0.8627450980392157,0.7833333333333333,0.7272727272727273,0.25,0.6071428571428571,0.6460988031576267
572228,"Voit, Luke",3,0.803921568627451,0.8666666666666667,1.0,0.0,0.5539906103286385,0.6449157691245513
542303,"Ozuna, Marcell",OF,0.7450980392156863,0.9333333333333333,0.8181818181818182,0.0,0.6754385964912281,0.6344103574444132
596115,"Story, Trevor",6,0.803921568627451,0.4666666666666667,0.5,0.625,0.5787234042553191,0.5948623279098874
545361,"Trout, Mike",OF,0.803921568627451,0.7666666666666666,0.7727272727272727,0.041666666666666664,0.5628140703517588,0.5895592490079631
665742,"Soto, Juan",OF,0.7647058823529411,0.6166666666666667,0.5909090909090909,0.25,0.7012987012987013,0.58471606824548
660670,"Acuna Jr., Ronald",OF,0.9019607843137255,0.48333333333333334,0.6363636363636364,0.3333333333333333,0.5,0.5709982174688057
547180,"Harper, Bryce",OF,0.803921568627451,0.55,0.5909090909090909,0.3333333333333333,0.5368421052631579,0.5630012196266067
609275,"Mondesi, Adalberto",6,0.6470588235294118,0.36666666666666664,0.2727272727272727,1.0,0.5114155251141552,0.5595736576075012
606192,"Hernandez, Teoscar",OF,0.6470588235294118,0.5666666666666667,0.7272727272727273,0.25,0.5789473684210527,0.5539891171779717
608369,"Seager, Corey",6,0.7450980392156863,0.6833333333333333,0.6818181818181819,0.041666666666666664,0.6132075471698113,0.5530247536407359
621020,"Swanson, Dansby",6,0.9607843137254902,0.5833333333333334,0.4545454545454546,0.20833333333333331,0.5485232067510548,0.5511039283377333
593160,"Merrifield, Whit",4,0.7450980392156863,0.5,0.4090909090909091,0.5,0.5645161290322581,0.5437410154677706
571976,"Myers, Wil",OF,0.6666666666666666,0.6666666666666666,0.6818181818181819,0.08333333333333333,0.5757575757575758,0.5348484848484849
663757,"Grisham, Trent",OF,0.8235294117647058,0.43333333333333335,0.4545454545454546,0.41666666666666663,0.5023255813953489,0.5260800895411017
663656,"Tucker, Kyle",OF,0.6470588235294118,0.7,0.4090909090909091,0.3333333333333333,0.5358851674641149,0.5250736466835539
664040,"Lowe, Brandon",4,0.7058823529411764,0.6166666666666667,0.6363636363636364,0.125,0.538860103626943,0.5245545519196846
593428,"Bogaerts, Xander",6,0.7058823529411764,0.4666666666666667,0.5,0.3333333333333333,0.6009852216748769,0.5213735149232106
594777,"Calhoun, Kole",OF,0.6862745098039216,0.6666666666666666,0.7272727272727273,0.041666666666666664,0.45263157894736844,0.5149024298714701
518934,"LeMahieu, DJ",4,0.803921568627451,0.45,0.4545454545454546,0.125,0.7282051282051282,0.5123344302756068
641313,"Anderson, Tim",6,0.8823529411764706,0.35,0.4545454545454546,0.20833333333333331,0.6442307692307693,0.5078924996572056
592696,"Rosario, Eddie",OF,0.6078431372549019,0.7,0.5909090909090909,0.125,0.5142857142857142,0.5076075884899414
443558,"Cruz, Nelson",D,0.6470588235294118,0.55,0.7272727272727273,0.0,0.6054054054054054,0.505947391241509
572041,"Pollock, AJ",OF,0.5882352941176471,0.5666666666666667,0.7272727272727273,0.08333333333333333,0.5510204081632653,0.5033056859107279
673357,"Robert, Luis",OF,0.6470588235294118,0.5166666666666666,0.5,0.375,0.46534653465346537,0.5008144049699087
544369,"Gregorius, Didi",6,0.6666666666666666,0.6666666666666666,0.4545454545454546,0.125,0.5674418604651162,0.49606412966878083
573262,"Yastrzemski, Mike",OF,0.7647058823529411,0.5833333333333334,0.4545454545454546,0.08333333333333333,0.59375,0.49593360071301246
543807,"Springer, George",OF,0.7254901960784313,0.5333333333333333,0.6363636363636364,0.041666666666666664,0.5291005291005291,0.4931908723085193
545341,"Grichuk, Randal",OF,0.7450980392156863,0.5833333333333334,0.5454545454545454,0.041666666666666664,0.5462962962962963,0.4923697761933056
641786,"Lewis, Kyle",OF,0.7254901960784313,0.4666666666666667,0.5,0.20833333333333331,0.5242718446601942,0.48495240814772506
624413,"Alonso, Pete",3,0.6078431372549019,0.5833333333333334,0.7272727272727273,0.041666666666666664,0.46153846153846156,0.48433086521321816
641355,"Bellinger, Cody",OF,0.6470588235294118,0.5,0.5454545454545454,0.25,0.4788732394366197,0.4842773216841153
650391,"Jimenez, Eloy",OF,0.5098039215686274,0.6833333333333333,0.6363636363636364,0.0,0.5915492957746479,0.484210037408049
594807,"Duvall, Adam",OF,0.6666666666666666,0.55,0.7272727272727273,0.0,0.47368421052631576,0.48352472089314197
516782,"Marte, Starling",OF,0.7058823529411764,0.45,0.2727272727272727,0.41666666666666663,0.5614035087719298,0.4813359602214091
624415,"Biggio, Cavan",5,0.803921568627451,0.4666666666666667,0.36363636363636365,0.25,0.5,0.4768449197860963
